bigram,frequency,probability
in,134812613554,0.02020928565982535
th,133210262170,0.019969082788647414
er,119214789533,0.017871070614496443
re,108669181717,0.016290215565464516
he,106498528786,0.01596482060430723
an,105422467512,0.01580351203606238
on,100461773921,0.015059871873554686
es,97326307798,0.014589845153606625
or,85998433585,0.012891723295021132
te,80948650956,0.012134728107559634
at,80609883139,0.012083944613303244
ti,79834588969,0.011967722985824363
st,78728300226,0.011801883123810407
en,77314896004,0.011590004658419186
nt,71720202984,0.010751323867063397
ar,68756067210,0.010306980678306219
to,68548751664,0.010275902732553329
nd,68018862077,0.010196468844658555
al,64032793037,0.00959893122732812
it,60786494374,0.009112289990368512
se,58165976437,0.008719457345340707
ed,57514469508,0.008621792228624884
is,56531345460,0.008474415553688473
ea,55939058323,0.008385627868109789
ng,54671896948,0.008195672154550283
ou,52913816186,0.007932124438979367
le,52533619401,0.007875130473559843
co,52490369344,0.00786864700933736
me,50958591639,0.007639023590640734
ne,48426255131,0.007259409914087557
ri,48154583840,0.007218684624512236
ro,46608666502,0.006986941583067493
de,46344292825,0.006947310253189808
ra,46135420707,0.006915998967192493
io,45866820943,0.006875734119447639
ic,45663138305,0.006845200770180288
li,45239121467,0.006781637894438801
of,44948393239,0.00673805584633413
as,43550945165,0.006528569311078092
et,42812689527,0.0064178999999135065
ve,42386634729,0.006354031620742352
ta,42344542093,0.006347721661439039
si,41483080358,0.0062185829567684234
ha,41206270659,0.006177087386487379
ma,40261070734,0.006035395783703348
ec,39836916955,0.005971812379617261
om,38270823174,0.0057370447584285545
ce,37978263270,0.005693188130204528
el,37931534499,0.005686183184177773
ll,36610231690,0.0054881113183021454
ca,35964886206,0.005391369842177508
ur,35957660877,0.005390286718470477
la,35279652135,0.005288648807998187
ch,34170408619,0.005122366006336058
hi,34041908708,0.005103103035756373
di,33302437545,0.004992251509505943
ho,33037260281,0.004952499716721952
fo,32748744509,0.004909249330129769
ns,32458807204,0.00486578584651562
ot,32419391981,0.004859877248796508
ac,31993660134,0.004796057282076095
na,31835157885,0.004772296766325226
rs,31498209240,0.0047217859777574445
so,31467005438,0.004717108325335566
pr,31268978905,0.004687422862913915
rt,31174956946,0.00467332836108923
sa,31138171773,0.004667814024933249
ss,31081241798,0.004659279852224544
us,30677125454,0.004598700189681107
no,30618138499,0.0045898576623212995
il,30603240902,0.0045876244158506545
ts,29972404314,0.004493057917394225
em,29776626954,0.004463709620601643
ct,28898718663,0.004332105470454065
ge,28502237355,0.004272670349355817
lo,28357992178,0.004251047061221303
ee,27451934708,0.004115223166463012
be,27212687351,0.004079358435014612
tr,26996514264,0.004046952686383387
ni,25359266664,0.0038015186459624587
pe,25126480018,0.0037666224170207784
ie,24933647247,0.003737715533228679
pa,24898597250,0.0037324613112158012
nc,24737829432,0.0037083611719690578
po,23703275501,0.0035532748238084715
ol,23553044761,0.003530754260935986
da,23279747379,0.003489785209766986
ad,23202347740,0.0034781825015835132
vi,23140348141,0.0034688883593370703
un,22987447404,0.003445967546586911
am,22902383711,0.00343321594697173
ut,22499209523,0.0033727775197269646
wi,21486195066,0.00322092007850285
mo,21343638917,0.0031995499866267537
sh,21322806441,0.0031964270632786587
yo,20264440566,0.0030377711501810424
ai,20090957077,0.0030117648493310123
ew,20003014022,0.00299858161466595
ow,19972624694,0.0029940260571823312
os,19821367131,0.002971351566878413
fi,19753676090,0.002961204240540644
ep,19436550393,0.0029136650405222637
tt,19222971337,0.0028816481539723202
mi,19090900236,0.0028618498388358247
op,19077697278,0.002859870629748911
ia,19042814662,0.002854641499234179
we,18727322433,0.002807347166669651
ag,18418672749,0.0027610785760064168
su,18318104818,0.0027460027904977966
id,17905542743,0.0026841570580675325
do,17706639517,0.0026543401736757416
oo,17541371381,0.0026295654075552625
ir,17041448765,0.002554623763088854
sp,17010851034,0.0025500369646430706
pl,17001616925,0.0025486527117777394
sc,16886526539,0.002531399916018818
ay,16749015766,0.0025107861587478986
wa,16616645822,0.0024909430451063135
ig,16254923119,0.002436718464469109
ei,16135583953,0.0024188287490150484
ry,16071337298,0.002409197758491575
ly,16052501931,0.0024063742147431397
tu,15817162046,0.002371095238705705
ul,15752059735,0.002361335979794915
iv,15535972775,0.0023289431421599257
im,15472128922,0.002319372534270301
ab,15386005538,0.0023064620800971854
ty,15214168398,0.0022807025776465013
ci,15114311349,0.002265733357963064
ap,15049927877,0.0022560818576833944
ev,14977965012,0.0022452941572053387
eo,14770877724,0.002214250428807965
ef,14743755990,0.0022101847048705213
od,14558819018,0.002182461452589576
fr,14439772192,0.0021646155607987026
rd,14380342944,0.0021557067308478647
bo,14280375980,0.0021407210341926166
rc,14278737404,0.0021404754010164147
mp,14257278755,0.0021372586102719696
ga,14191497542,0.002127397579545536
bl,14155655885,0.002122024682561054
ke,14119208748,0.0021165610201952117
ds,14113090545,0.002115643861860452
ck,13780629739,0.002065805829483322
oc,13671886937,0.002049504577759665
ba,13622702607,0.002042131527503066
ls,13556674443,0.002032233477219104
rm,13536350081,0.002029186723457097
fe,13440050156,0.002014750739745786
ex,13356752941,0.0020022639466466476
ft,13171357353,0.0019744719448510405
av,12702579090,0.0019041990410156066
eb,12666048968,0.00189872293865972
ld,12631807015,0.0018935898476863736
wh,12042164275,0.0018051985743792285
gh,12038664661,0.001804673959529322
gr,12028253431,0.0018031132485869749
gi,12005990636,0.0017997759111384956
wo,11770868120,0.0017645295201248125
ov,11763317241,0.0017633975943600719
cl,11632840915,0.0017438383463456249
rn,11557521313,0.0017325474492071856
bu,11550713430,0.001731526903364637
eg,11512774220,0.0017258395695730479
fa,11428633961,0.0017132263987072404
go,11021593048,0.0016522083242912426
dt,10976756096,0.0016454869742098504
lt,10910014701,0.0016354820059703615
uc,10702575520,0.0016043855265286215
if,10654256107,0.00159714213294334
ys,10570642040,0.0015846078416731399
ht,10529516272,0.0015784428221576714
du,10242237496,0.0015353778692935726
va,10061548421,0.0015082914043403363
um,10007053570,0.0015001222725223593
cr,9927779823,0.001488238623387362
pp,9875069347,0.0014803369809618728
by,9859174066,0.001477954175184997
pi,9629601171,0.0014435397083743693
cu,9565348552,0.0014339078238085918
og,9537105190,0.0014296739605549635
up,9388602522,0.0014074124468898784
ff,8927389303,0.0013382735922446113
nf,8729196286,0.0013085631727909356
bi,8714189475,0.0013063135544329283
ki,8615590792,0.001291532971979259
au,8610622447,0.001290788184820887
lu,8610377071,0.0012907514013660803
ob,8520934320,0.0012773433525381003
ru,8479995978,0.0012712064293963629
ue,8457625777,0.001267852991091455
rr,8457557665,0.0012678427806606313
ey,8418908993,0.001262049093911075
ip,8282654910,0.001241623722626647
qu,8281405449,0.0012414364203141694
oa,8232231588,0.0012340649394286104
ua,8227068864,0.001233291013596685
ms,8187806253,0.0012274052934067728
tw,8118316093,0.0012169882674552327
mm,7863945051,0.0011788563974777524
dr,7792756412,0.0011681847585015602
mb,7720936043,0.001157418419098655
rk,7673324341,0.0011502811159850776
nn,7623559267,0.001142821008434047
ph,7561343147,0.0011334944082845564
br,7470955906,0.001119944774276157
nu,7465786219,0.001119169804645344
tc,7358005916,0.0011030128377680789
sw,7312275570,0.001096157562128263
pu,7257174438,0.001087897544853828
ny,7149394479,0.0010717406295443954
sm,7051919359,0.0010571284764759683
rv,7048825612,0.001056664703723301
ye,7000720946,0.0010494535021069544
ui,6967198562,0.001044428279196466
pt,6901392028,0.0010345634526878079
nl,6853881320,0.0010274412892302472
sf,6792861643,0.001018294043650965
rg,6774701154,0.0010155716684944588
ub,6765681016,0.0010142194912706262
rl,6736958349,0.0010099137770869715
ya,6723589408,0.0010079096860711842
mu,6695170465,0.001003649502086195
dd,6513992572,0.000976489760142496
tl,6510937489,0.0009760317833743448
ak,6438563979,0.0009651825245458423
ud,6346747965,0.0009514187081924914
ok,6337630431,0.000950051930676192
yt,6272652335,0.0009403112924000149
ks,6218068120,0.0009321287643384959
oi,6197247704,0.0009290076488626665
fu,6162102012,0.0009237390815482606
db,6154952809,0.000922667369622661
ws,6152300106,0.0009222697122278193
sl,5977618166,0.0008960837557953493
af,5971635350,0.0008951868928505051
gu,5967924547,0.0008946306193989538
rp,5964174774,0.0008940685040915003
cc,5922990413,0.0008878947011050834
gs,5910027525,0.0008859514800691424
ib,5903154131,0.0008849211137025494
gt,5752080734,0.0008622742310772061
ug,5736801207,0.0008599837308209647
eh,5682274341,0.0008518097997467212
tm,5594198669,0.0008386066849327197
sb,5554765729,0.0008326954313203302
nk,5529228890,0.0008288672934288171
lp,4956631224,0.0007430311873310141
ps,4936994208,0.0007400874711950489
eu,4861907859,0.0007288315401950424
hr,4812087922,0.0007213632083242698
yp,4770576225,0.0007151403355471533
gn,4692319436,0.000703409135016068
sy,4676593607,0.0007010517311936781
nm,4584364328,0.0006872259637348777
sn,4581713888,0.0006868286455784222
jo,4529294446,0.0006789706310382448
wn,4496647198,0.000674076596693492
tp,4481584579,0.0006718186123541098
dc,4458726250,0.0006683920004942172
rf,4407369994,0.0006606933644351558
bs,4406092091,0.0006605017984822993
sr,4378996072,0.0006564399293902376
fl,4335648043,0.00064994177852915
sd,4313766677,0.0006466616197631154
ja,4192981909,0.0006285551991877885
aw,4177879274,0.0006262912161903161
my,4121819744,0.0006178875288360038
dm,4111096663,0.0006162800694049495
yi,4088737647,0.0006129283078041286
cs,4078415715,0.0006113809832114952
yc,4065809966,0.0006094912996293649
ju,4054670856,0.0006078214747513238
lc,4046692044,0.0006066253990527435
cy,4025081908,0.0006033858994238994
gl,4011563990,0.0006013594757890022
dw,3860562254,0.0005787233356126145
sk,3854517035,0.000577817118053096
rb,3838019263,0.0005753439949653582
hu,3823520600,0.000573170551290259
je,3747477349,0.0005617711744704837
tb,3716332695,0.0005571023887176557
df,3715422721,0.0005569659777096334
ym,3629941896,0.0005441518473006077
xt,3628673601,0.0005439617216493039
tf,3611139685,0.0005413332738517434
np,3592621275,0.0005385572440145512
dl,3577701820,0.0005363207208878548
dv,3577037604,0.0005362211505989185
lf,3565589819,0.0005345050533351814
vo,3540351272,0.0005307216313502822
dp,3534926059,0.0005299083567137921
eq,3453509796,0.0005177035305261936
nv,3435172018,0.0005149545785980417
iz,3432225830,0.000514512925897082
nb,3413336523,0.0005116812961925943
ka,3410386694,0.0005112390976821058
oe,3398500076,0.0005094572165037916
xp,3378298285,0.0005064288369301283
pm,3267674878,0.0004898456703124837
td,3231292348,0.0004843916929552192
oy,3224756847,0.0004834119789421371
yr,3213028237,0.00048165378418844114
dy,3212165655,0.0004815244775487769
lb,3160411900,0.00047376625380998207
rw,3123939253,0.00046829876732958883
ze,3038306939,0.000455461927736351
ik,3004540659,0.00045040014323266054
lm,2961674921,0.00044397429092237774
nw,2850280693,0.0004272755732344666
oh,2835788339,0.00042510307531941057
dg,2821158761,0.00042291000663621743
dh,2800725402,0.00041984691351655654
yl,2798711484,0.0004195450141387126
nh,2792670858,0.00041863948509970124
yb,2791607728,0.00041848011501334855
tn,2772908209,0.00041567693576172047
mt,2714425956,0.00040691006650705856
lr,2690464933,0.0004033181536604562
hn,2670439822,0.0004003162595653862
yw,2650158989,0.0003972760310829672
ah,2649442627,0.0003971686437702211
hy,2609376360,0.0003911624503304544
dn,2569370944,0.0003851653788504901
nr,2550646385,0.0003823584459403609
ek,2534125107,0.00037988179915067716
hs,2518213365,0.00037749652576307506
kn,2428470642,0.00036404350918557867
yn,2367224599,0.0003548623298738582
yd,2357064378,0.0003533392468095743
gy,2323709882,0.0003483391913998221
yf,2308211635,0.00034601590359616217
rh,2300596181,0.00034487429761985184
ko,2259439291,0.0003387046127146123
sg,2246645063,0.00033678667490721735
fs,2218585525,0.00033258036806414456
kt,2071966322,0.0003106011980256077
py,2064349214,0.00030945934410396347
wr,2042709489,0.0003062154088919969
gg,1992235463,0.00029864902483530873
ww,1962296312,0.0002941609518054858
gc,1927221855,0.00028890306307987083
az,1919288786,0.00028771384455384704
aa,1913489177,0.0002868444455272541
fc,1841861062,0.0002761069262466121
ax,1830526601,0.00027440781698590927
xi,1830392546,0.0002743877212714378
hm,1825937267,0.0002737198460360901
wt,1807415715,0.00027094334519270737
lv,1803473089,0.0002703523199690035
fy,1724190100,0.0002584672853982288
xa,1718498310,0.00025761404913944455
ox,1680672450,0.0002519437072484585
yh,1678109748,0.00025155954158759275
tg,1671158263,0.0002505174688733158
uy,1633379480,0.00024485418413014345
mc,1626785459,0.00024386569758928645
xc,1625728079,0.00024370718946524933
gp,1616306418,0.00024229482133796896
hc,1611390370,0.0002415578738392869
cd,1555353527,0.00023315758741350546
xe,1553965388,0.00023294949636885472
za,1550549207,0.00023243738866710016
lw,1550108402,0.00023237130913692538
gf,1522326436,0.00022820661213800056
lk,1518763585,0.0002276725176514075
hp,1493976373,0.00022395675371201913
pd,1487379715,0.0002229678718677489
gm,1480461977,0.00022193085804777848
pc,1449681886,0.00021731672265454054
ix,1448111540,0.0002170813175981283
zi,1424549625,0.00021354923363080136
fp,1417227743,0.00021245163600247362
hl,1416667280,0.00021236761896155907
uf,1416534510,0.00021234771587692688
lg,1387253469,0.00020795829780701438
ln,1384111140,0.00020748724229726628
uk,1372734372,0.0002057817909427054
tv,1368545035,0.00020515378213903094
gb,1366578321,0.00020485895894712495
bj,1355781515,0.00020324044766012052
nj,1346516080,0.00020185149882409384
sv,1317445135,0.00019749357550803302
ae,1267738358,0.00019004220705563029
ml,1266359764,0.0001898355468684234
fm,1242973272,0.00018632975994723215
kl,1241504553,0.0001861095894376446
zo,1226090518,0.00018379892555929193
oj,1211299844,0.00018158170754024048
yg,1197449390,0.0001795054346008975
lh,1181528402,0.00017711877517789202
gw,1174624262,0.000176083799786368
bb,1170784338,0.00017550817025896524
gd,1162739419,0.00017430218469207293
ej,1155599707,0.00017323189552896664
ii,1153899993,0.0001729770973698
hw,1106455831,0.00016586490958950023
iu,1065701405,0.00015975555664971534
kh,1062473733,0.00015927170767042015
bm,1060633477,0.00015899584135338366
hd,1040932622,0.00015604255533702494
hb,1037322379,0.00015550135648207387
wl,994356456,0.00014906048579012448
mr,980047617,0.0001469154979645185
mf,978327583,0.00014665765370548196
ao,969588635,0.00014534762868747712
ky,961304416,0.00014410577049760905
mn,956700910,0.00014341567507301844
fh,949061474,0.0001422704740392731
vd,948786360,0.00014222923266527665
hf,943913834,0.00014149880939683758
cp,943130273,0.0001413813485178928
iw,937945354,0.0001406040955114292
kb,920890175,0.0001380474134970093
uo,911010799,0.00013656643092081403
fd,897530021,0.00013454557481294276
wy,893249955,0.0001339039651433679
aq,882410135,0.0001322790057786172
md,874654976,0.00013111645711616886
aj,862401373,0.00012927956250474663
kf,858798087,0.00012873940654924411
mw,853594935,0.00012795942029775458
bc,851766051,0.0001276852587173185
yu,849379055,0.00012732743252612507
fw,839573399,0.00012585750105634753
ih,828926953,0.00012426152970912844
dj,819560690,0.00012285746610156227
wp,812895043,0.00012185824235847685
bt,810975838,0.00012157054107398815
cm,789252854,0.00011831412479759892
hh,780236030,0.0001169624443638732
sq,750514602,0.00011250700942469862
pf,750300132,0.00011247485897986115
fb,743537251,0.00011146105922916008
kr,740459498,0.00011099968408088829
wc,739335953,0.00011083125739396279
uw,731912653,0.00010971845654926668
kc,719563902,0.00010786729863516621
km,718788756,0.00010775109921933191
wm,715128430,0.00010720239259765918
iq,714359764,0.00010708716457587788
kp,704408597,0.00010559542006288338
ku,678961264,0.0001017806997016339
sj,678346544,0.00010168854918430986
mh,665327302,9.97368803180505e-05
cn,661266058,9.912807348635611e-05
fg,650480543,9.751125479352643e-05
fn,605786093,9.081126668672378e-05
ux,605592840,9.078229680787744e-05
kw,604099193,9.055838942931564e-05
wd,598852489,8.977187445038842e-05
tk,592138618,8.87654216167456e-05
pg,575977478,8.634276185043518e-05
mg,575888276,8.632938989174449e-05
ez,572494203,8.582059632266333e-05
yv,566509018,8.492337824934519e-05
xx,554737300,8.315872132669295e-05
pb,553313511,8.294528611568584e-05
yj,546404776,8.190962190384184e-05
wb,541505398,8.11751733463424e-05
tj,536726231,8.045874519787154e-05
uh,524903236,7.868640152014898e-05
vs,517563727,7.7586161490128e-05
wf,511762732,7.671655469314042e-05
cf,503867826,7.553305704848152e-05
dk,500625217,7.504696891595028e-05
xm,500340477,7.500428454208437e-05
ji,483957192,7.254832379862834e-05
kg,471310827,7.065255161451409e-05
rj,467618387,7.009903089583241e-05
bd,467149365,7.002872145423891e-05
pw,465388310,6.976472788109e-05
cb,460498864,6.903176819484588e-05
xo,460487734,6.903009973561596e-05
nz,459403891,6.886762463614294e-05
oz,450998032,6.76075318208726e-05
kd,444574347,6.664457975183837e-05
bp,443158074,6.643227123800756e-05
hg,437064808,6.551885112138044e-05
ij,413267980,6.195155217084792e-05
pn,411327563,6.166067106990054e-05
uv,409837804,6.143734652777054e-05
xs,408373665,6.121786258990564e-05
xu,407474891,6.10831305345676e-05
zz,406963963,6.100653911161838e-05
tz,399047698,5.9819839614246826e-05
yy,396710835,5.946952868509953e-05
tx,384005616,5.7564933904442806e-05
cg,380593440,5.705342657817931e-05
yk,377466618,5.658469566836638e-05
xy,372725127,5.587391539679996e-05
cv,364293955,5.461002799855683e-05
bn,353904700,5.3052611251319986e-05
xf,339528185,5.0897478354119774e-05
nq,331688568,4.972226888936771e-05
bh,320626864,4.8064047673065215e-05
xh,319250039,4.785765267043852e-05
cw,314285016,4.711336350142533e-05
xb,306237503,4.5906989077098825e-05
zu,296673637,4.447330349745629e-05
uz,294900207,4.4207454831497835e-05
wu,285828898,4.284760674268296e-05
lj,284682384,4.267573685359645e-05
rq,276576452,4.146060504205048e-05
rz,271040922,4.0630793171340594e-05
hv,268620105,4.0267896992760355e-05
vc,267332451,4.007486930172317e-05
wj,266620064,3.996807786727346e-05
fv,260726492,3.908459317719259e-05
cq,246622061,3.697024743732514e-05
sx,243932875,3.6567121004021226e-05
mv,242727741,3.638646359651082e-05
gv,241097967,3.6142149897231015e-05
gk,238985937,3.582554289387354e-05
nx,234953096,3.5220993856204974e-05
wg,230184684,3.450617795203041e-05
dq,226027310,3.3882960609484954e-05
vy,224764337,3.369363276051908e-05
bf,218548224,3.276179708135665e-05
vr,217059171,3.253857837320835e-05
hq,217009782,3.253117464159051e-05
xl,214535838,3.216031438093408e-05
kk,212180979,3.180730573459886e-05
xr,211474506,3.1701400847129e-05
xd,209666964,3.143043857099525e-05
fj,207854544,3.115874505100493e-05
ql,207584203,3.111821918068365e-05
yz,202799496,3.0400960550260063e-05
hk,202305693,3.0326936275946283e-05
zy,202018221,3.0283842357550626e-05
kj,197923765,2.9670056831521628e-05
bw,197562503,2.961590131325393e-05
vu,191219786,2.8665086872874533e-05
hj,189902193,2.8467571131443405e-05
vt,189305399,2.8378107837853012e-05
pv,186219865,2.7915566267185174e-05
sz,182604914,2.737366165248079e-05
mj,181720004,2.7241007900715396e-05
rx,177324040,2.658202436880187e-05
tq,172016016,2.578631712392867e-05
uu,170247936,2.5521270457689893e-05
bg,168267558,2.5224398943509193e-05
pk,167240984,2.507050883879255e-05
wk,162689468,2.4388207052599364e-05
vp,160573271,2.4070975388899476e-05
vg,159448024,2.390229356112857e-05
vb,159300324,2.388015237260573e-05
jp,158759746,2.3799116222238085e-05
gj,158380167,2.3742214866799277e-05
mk,156392461,2.3444244837862344e-05
zl,155799204,2.335531176352588e-05
xw,154494871,2.315978378214765e-05
xv,153643160,2.3032106775932492e-05
bv,152346227,2.283768810257775e-05
hz,150561714,2.2570178022994386e-05
wv,149685312,2.2438799675643027e-05
fk,148461915,2.225540452591195e-05
uj,145269456,2.1776834203837172e-05
cz,141710058,2.1243257344352892e-05
vl,138973795,2.0833073763235234e-05
jr,137430055,2.0601657118886877e-05
kv,137367043,2.0592211211160393e-05
oq,137285683,2.0580014819161624e-05
vh,136916226,2.052463081721116e-05
yq,136052248,2.039511490808734e-05
qs,135719258,2.034519754609532e-05
xn,135354237,2.0290478529332988e-05
xg,135146866,2.0259392270665617e-05
dx,128002023,1.9188333937360874e-05
vm,127476300,1.9109524647897137e-05
mx,127278984,1.9079945698983304e-05
zs,123498745,1.851326334041593e-05
iy,121243061,1.8175121670192782e-05
qa,117748793,1.7651308220380084e-05
vn,116774291,1.7505224046393037e-05
js,116730486,1.7498657392613464e-05
vw,116491832,1.7462881609230046e-05
lz,115185658,1.7267077650004352e-05
wx,114261838,1.7128591036726274e-05
lq,111266921,1.6679633542431994e-05
jc,107858822,1.6168737384926843e-05
gz,105114918,1.575740836832169e-05
pq,102094564,1.5304637702649917e-05
wz,101939100,1.528133264014135e-05
zd,101168986,1.5165887553763015e-05
zc,99863167,1.497013681134115e-05
zh,99349469,1.4893130147415578e-05
qi,99281600,1.4882956143868816e-05
cj,97724802,1.4649582020578471e-05
zr,95348467,1.4293353982471304e-05
jk,95237627,1.4276738347157345e-05
fx,94629102,1.4185516500536745e-05
qt,92435217,1.3856638901468119e-05
dz,88576018,1.327811992647716e-05
px,87171181,1.30675257432621e-05
lx,86895575,1.3026210615272754e-05
zm,84167126,1.2617198403465303e-05
zb,82447517,1.2359417854686856e-05
qr,82307906,1.2338489259758878e-05
jm,75950627,1.1385491881077045e-05
pj,75706008,1.1348821905482806e-05
zt,75009362,1.1244390149086841e-05
yx,74171966,1.1118859054271174e-05
jd,72160777,1.0817368771237546e-05
bk,70233089,1.0528395829997052e-05
cx,70060659,1.0502547453984908e-05
vf,70032606,1.0498342127230465e-05
gq,69240897,1.0379659810207911e-05
vv,69205951,1.037442117802024e-05
bx,64498535,9.668748970088998e-06
jb,62340028,9.34517476281158e-06
zp,60233607,9.029408584954611e-06
zn,59963870,8.988973258153082e-06
fq,59735805,8.95478483458868e-06
uq,59614067,8.936535518350402e-06
bz,57979840,8.69155428547214e-06
gx,56198278,8.424486579939765e-06
zw,54956316,8.238308416228144e-06
qc,52341229,7.846289903901575e-06
pz,51530668,7.724781549735945e-06
hx,49621720,7.438617856111687e-06
jn,49314888,7.392621748076205e-06
vx,47815439,7.1678446120613945e-06
zf,45439062,6.811610277881662e-06
jt,44567068,6.680892718336724e-06
jv,43025818,6.449849341147619e-06
qf,42521152,6.374196632636659e-06
jl,41748140,6.258317117251288e-06
mz,41663902,6.245689294375274e-06
mq,41533036,6.226071631699375e-06
jh,40926707,6.13517897973007e-06
zg,40237172,6.03181320838208e-06
xk,38953406,5.8393683537766956e-06
qw,38662144,5.7957062897852255e-06
jf,37277622,5.588157456907618e-06
zk,37189199,5.574902275372376e-06
kq,37052361,5.554389371140224e-06
fz,36509757,5.473049510224528e-06
jj,36263263,5.436098459962175e-06
qp,35805858,5.367530482059056e-06
kx,35373414,5.30270432004435e-06
jw,34888766,5.230052439643413e-06
qm,34592319,5.185613110503054e-06
kz,34039551,5.102749600026449e-06
zj,31370967,4.702711540222517e-06
xj,30189609,4.525618309410276e-06
qh,29313112,4.394225720942397e-06
qn,28847084,4.3243650993789365e-06
jg,28530574,4.27691819633652e-06
qd,28407229,4.258427980369357e-06
bq,27287934,4.090638396024911e-06
wq,27284705,4.090154347969797e-06
zv,25612956,3.839548323786498e-06
qe,25297860,3.7923133885204627e-06
qb,25058796,3.7564761434762865e-06
qo,25047812,3.754829570593857e-06
xz,23383121,3.5052815864145816e-06
vk,21599286,3.2378731434312067e-06
xq,20714339,3.1052138451256972e-06
qq,16554628,2.4816461711139094e-06
zx,16061325,2.407696850044961e-06
qv,15697108,2.353098358100316e-06
vj,15424672,2.312258433683193e-06
qg,15295164,2.2928443440202528e-06
jy,10880910,1.6311190224108359e-06
vq,8637649,1.294839640508738e-06
qk,8123073,1.2177013586852438e-06
jz,8070227,1.2097794003326498e-06
qx,7684606,1.1519723098833135e-06
vz,7573361,1.1352959624410413e-06
qj,6944827,1.041074636868826e-06
qy,6901470,1.0345751411966196e-06
zq,6170496,9.249973948235922e-07
jx,5682177,8.517952076991112e-07
qz,4293975,6.436947189395527e-07
jq,2858953,4.2857560833409393e-07
